giorno,mese,anno,stagione,animale,Altacq,quadr,dist,bosco,tmina,tmaxa,tmeda,tminr,tmaxr,tmediar,deltmin,deltmac,deltmed,altcmin,altcmax,altcmed,delqmed,delqmax,delqmin,oreluce,activore
2,11,2009,4,5992,950,48,2,2,4,8.7,6.4,13,18,15.9,9.0,9.3,9.5,2,2,2,2,2,2,10.11,0
3,11,2009,4,5992,950,48,2,2,2.7,8.7,5.7,11,25,16.0,8.3,16.3,10.3,2,2,2,2,2,2,10.08,12
4,11,2009,4,5992,950,48,2,2,3.9,9,6.5,13,17,14.8,9.1,8.0,8.3,2,2,2,2,2,2,10.06,0
5,11,2009,4,5992,950,48,2,2,4.1,7.7,5.9,14,19,16.1,9.9,11.3,10.2,2,2,2,2,2,2,10.03,6
6,11,2009,4,5992,950,48,2,2,2.1,6.8,4.5,10,23,15.8,7.9,16.2,11.3,2,2,2,2,2,2,10.01,10
7,11,2009,4,5992,950,48,2,2,2.6,7.4,5,10,19,14.7,7.4,11.6,9.7,2,2,2,2,2,2,9.58,10
8,11,2009,4,5992,950,48,2,2,0.5,5.1,2.8,12,15,13.9,11.5,9.9,11.1,2,2,2,2,2,2,9.55,18
9,11,2009,4,5992,950,48,2,2,3.9,6.4,5.2,12,17,15.2,8.1,10.6,10.0,2,2,2,2,2,2,9.53,2
10,11,2009,4,5992,950,48,2,2,2.2,5.1,3.7,11,20,14.8,8.8,14.9,11.1,2,2,2,2,2,2,9.51,4
11,11,2009,4,5992,950,48,2,3,2.5,11.1,6.8,12,31,16.9,9.5,19.9,10.1,2,2,2,2,2,2,9.48,0
12,11,2009,4,5992,950,48,2,2,4.6,8.7,6.7,12,20,15.5,7.4,11.3,8.8,2,2,2,2,2,2,9.46,14
13,11,2009,4,5992,950,48,2,2,6.3,8.7,7.5,14,18,16.5,7.7,9.3,9.0,2,2,2,2,2,2,9.44,20
14,11,2009,4,5992,950,48,2,2,7.8,9.4,8.6,16,19,17.6,8.2,9.6,9.0,2,2,2,2,2,2,9.41,18
15,11,2009,4,5992,950,48,2,2,8.7,9.9,9.3,17,20,18.9,8.3,10.1,9.6,2,2,2,2,2,2,9.39,2
16,11,2009,4,5992,950,48,2,2,9,11.2,10.1,16,22,19.0,7.0,10.8,8.9,2,2,2,2,2,2,9.37,14
17,11,2009,4,5992,950,47,1,3,9.2,11.4,10.3,15,22,18.1,5.8,10.6,7.8,2,2,2,2,2,2,9.35,10
18,11,2009,4,5992,950,47,1,3,6.7,15.3,11,16,23,18.7,9.3,7.7,7.7,2,2,2,2,2,2,9.32,6
19,11,2009,4,5992,950,48,2,2,5.2,13.5,9.4,15,27,18.3,9.8,13.5,8.9,2,2,2,2,2,2,9.30,0
20,11,2009,4,5992,950,48,2,3,5.2,17.3,11.3,14,27,19.3,8.8,9.7,8.0,2,2,2,2,2,2,9.28,14
21,11,2009,4,5992,950,57,2,3,6.9,14,10.5,13,22,16.8,6.1,8.0,6.3,2,2,2,2,2,2,9.26,18
22,11,2009,4,5992,950,48,2,2,5.7,8.7,7.2,13,20,16.9,7.3,11.3,9.7,2,2,2,2,2,2,9.24,0
23,11,2009,4,5992,950,57,2,3,7.5,8.9,8.2,14,19,16.4,6.5,10.1,8.2,2,2,2,2,2,2,9.22,20
24,11,2009,4,5992,950,48,2,2,6.8,9.7,8.3,14,21,16.9,7.2,11.3,8.6,2,2,2,2,2,2,9.21,2
25,11,2009,4,5992,950,47,1,2,6.2,11.6,8.9,14,25,16.8,7.8,13.4,7.9,2,2,2,2,2,2,9.18,0
26,11,2009,4,5992,950,57,2,3,6.4,8.4,7.4,14,20,16.1,7.6,11.6,8.7,2,2,2,2,2,2,9.16,2
27,11,2009,4,5992,950,47,1,2,6.4,9,7.7,12,17,15.3,5.6,8.0,7.6,2,2,2,2,2,2,9.15,10
28,11,2009,4,5992,950,47,1,2,5.8,10.1,8,13,19,15.3,7.2,8.9,7.3,2,2,2,2,2,2,9.13,0
29,11,2009,4,5992,950,47,1,3,5.1,9.3,7.2,13,16,14.6,7.9,6.7,7.4,2,2,2,2,2,2,9.12,12
30,11,2009,4,5992,950,48,2,2,3.1,9.1,6.1,10,19,15.3,6.9,9.9,9.2,2,2,2,2,2,2,9.11,10
1,12,2009,1,5992,950,48,2,2,1.5,4.1,2.8,11,15,13.1,9.5,10.9,10.3,2,2,2,2,2,2,9.08,0
2,12,2009,1,5992,950,48,2,2,1,7.4,4.2,10,21,13.5,9.0,13.6,9.3,2,2,2,2,2,2,9.07,10
3,12,2009,1,5992,950,48,2,2,1.9,7.6,4.8,8,18,12.8,6.1,10.4,8.0,2,2,2,2,2,2,9.06,6
4,12,2009,1,5992,950,48,2,2,-0.9,4,1.6,7,13,9.5,7.9,9.0,7.9,2,2,2,2,2,2,9.04,4
5,12,2009,1,5992,950,47,1,2,0.1,4.4,2.3,9,21,13.1,8.9,16.6,10.8,2,2,2,2,2,2,9.03,4
6,12,2009,1,5992,950,47,1,3,2.8,7.6,5.2,8,21,14.1,5.2,13.4,8.9,2,2,2,2,2,2,9.02,14
7,12,2009,1,5992,950,48,2,2,5.2,7.5,6.4,13,17,14.9,7.8,9.5,8.5,2,2,2,2,1,2,9.01,14
8,12,2009,1,5992,950,48,2,2,3,7.7,5.4,12,17,14.3,9.0,9.3,8.9,2,2,2,2,2,2,9.00,12
9,12,2009,1,5992,950,48,2,3,1.5,7.5,4.5,11,24,14.9,9.5,16.5,10.4,2,2,2,2,2,2,8.59,20
10,12,2009,1,5992,950,48,2,3,2.7,10,6.4,8,25,14.1,5.3,15.0,7.7,2,2,2,2,2,2,8.58,6
11,12,2009,1,5992,950,48,2,2,1.1,8.7,4.9,8,19,13.3,6.9,10.3,8.4,2,2,2,2,2,2,8.58,4
12,12,2009,1,5992,950,57,2,2,-0.9,5.8,2.5,9,14,11.0,9.9,8.2,8.5,2,2,2,2,2,2,8.57,2
13,12,2009,1,5992,950,48,2,3,-2.6,-0.2,-1.4,9,14,11.3,11.6,14.2,12.7,2,2,2,2,2,2,8.56,22
14,12,2009,1,5992,950,48,2,2,-4.1,-2.6,-3.4,6,11,9.4,10.1,13.6,12.8,2,2,2,2,2,2,8.55,2
15,12,2009,1,5992,950,48,2,3,-5.8,-4,-4.9,6,11,7.8,11.8,15.0,12.7,2,2,2,2,2,2,8.54,14
16,12,2009,1,5992,950,48,2,2,-6.8,-0.8,-3.8,5,18,9.9,11.8,18.8,13.7,2,2,2,2,2,2,8.55,12
17,12,2009,1,5992,950,48,2,2,-5.6,-1.6,-3.6,6,12,9.1,11.6,13.6,12.7,2,2,2,2,2,2,8.54,8
18,12,2009,1,5992,950,48,2,3,-8,-2,-5,5,20,8.8,13.0,22.0,13.8,2,2,2,2,2,2,8.53,22
19,12,2009,1,5992,950,48,2,2,-10.1,-5.2,-7.7,4,14,6.3,14.1,19.2,14.0,2,2,2,2,2,2,8.54,4
20,12,2009,1,5992,950,48,2,3,-10,-1.8,-5.9,-1,18,6.1,9.0,19.8,12.0,2,2,1,2,2,3,8.53,12
21,12,2009,1,5992,950,48,2,2,-3.4,2.2,-0.6,6,12,9.1,9.4,9.8,9.7,2,2,2,2,2,2,8.54,4
22,12,2009,1,5992,950,48,2,3,2.2,8.7,5.5,7,14,11.4,4.8,5.3,5.9,1,1,2,3,3,2,8.53,0
23,12,2009,1,5992,950,48,2,3,6.9,8.7,7.8,12,20,15.5,5.1,11.3,7.7,2,2,2,2,2,2,8.54,8
24,12,2009,1,5992,950,48,2,3,7.6,10.1,8.9,16,19,16.8,8.4,8.9,7.9,2,2,2,2,2,2,8.53,8
25,12,2009,1,5992,950,48,2,3,3.9,9.9,6.9,14,17,16.0,10.1,7.1,9.1,2,2,2,2,2,2,8.54,18
26,12,2009,1,5992,950,48,2,2,-0.9,4.7,1.9,11,17,14.0,11.9,12.3,12.1,2,2,2,2,2,2,8.54,16
27,12,2009,1,5992,950,48,2,2,-0.6,4.5,2,10,20,13.3,10.6,15.5,11.3,2,2,2,2,2,2,8.54,20
28,12,2009,1,5992,950,48,2,2,1.6,4.4,3,12,15,13.3,10.4,10.6,10.3,2,2,2,2,2,2,8.55,20
29,12,2009,1,5992,950,48,2,2,2.1,7.5,4.8,12,17,15.0,9.9,9.5,10.2,2,2,1,2,2,3,8.56,16
30,12,2009,1,5992,950,48,2,2,7.4,9.4,8.4,15,18,16.4,7.6,8.6,8.0,2,2,2,2,2,2,8.57,6
31,12,2009,1,5992,950,48,2,3,5.1,7.9,6.5,13,19,15.8,7.9,11.1,9.3,2,2,2,2,2,2,8.56,10
1,1,2010,1,5992,950,48,2,3,2.2,5.1,3.7,11,16,13.7,8.8,10.9,10.0,2,2,2,2,2,2,8.57,6
2,1,2010,1,5992,950,48,2,2,-3,5,1,8,17,13.1,11.0,12.0,12.1,2,2,2,2,2,2,8.58,12
3,1,2010,1,5992,950,48,2,3,-4.4,0.2,-2.1,8,18,11.5,12.4,17.8,13.6,2,2,2,2,2,2,8.59,22
4,1,2010,1,5992,950,48,2,2,-5,-1.8,-3.4,6,13,9.2,11.0,14.8,12.6,2,2,2,2,2,2,9.00,14
5,1,2010,1,5992,950,48,2,3,-5.1,-2.6,-3.9,7,11,9.3,12.1,13.6,13.2,2,2,2,2,2,2,9.01,0
6,1,2010,1,5992,950,48,2,2,-3.2,2.1,-0.6,8,15,10.9,11.2,12.9,11.5,2,2,2,2,2,2,9.03,12
7,1,2010,1,5992,950,48,2,3,-0.3,2.1,0.9,8,17,11.5,8.3,14.9,10.6,2,2,2,2,2,2,9.04,12
8,1,2010,1,5992,950,48,2,2,-0.7,4.3,1.8,10,13,11.7,10.7,8.7,9.9,2,2,2,2,2,2,9.05,8
9,1,2010,1,5992,950,48,2,3,-0.9,4.8,2,7,13,9.5,7.9,8.2,7.5,2,2,2,2,2,2,9.06,18
10,1,2010,1,5992,950,48,2,3,-1.6,0.4,-0.6,9,18,11.6,10.6,17.6,12.2,2,2,2,2,2,2,9.07,6
11,1,2010,1,5992,950,48,2,3,-2,0.8,-0.6,10,16,12.4,12.0,15.2,13.0,2,2,2,2,2,2,9.10,4
12,1,2010,1,5992,950,48,2,2,-0.8,2.4,0.8,10,18,13.5,10.8,15.6,12.7,2,2,2,2,2,2,9.11,0
13,1,2010,1,5992,950,48,2,2,-1.9,0.3,-0.8,11,16,13.5,12.9,15.7,14.3,2,2,2,2,2,2,9.13,4
14,1,2010,1,5992,950,48,2,2,-3.3,3.6,0.2,10,23,13.0,13.3,19.4,12.8,2,2,2,2,2,2,9.14,4
15,1,2010,1,5992,950,48,2,2,-1.8,0.1,-0.9,11,19,13.5,12.8,18.9,14.4,2,2,2,2,2,2,9.15,10
16,1,2010,1,5992,950,48,2,1,-3.2,1.3,-1,9,25,12.4,12.2,23.7,13.4,2,2,2,2,2,2,9.18,10
17,1,2010,1,5992,950,48,2,2,-3,2.2,-0.4,11,17,13.6,14.0,14.8,14.0,2,2,1,2,2,3,9.20,12
18,1,2010,1,5992,950,48,2,2,-2.6,0.1,-1.3,8,21,11.8,10.6,20.9,13.1,2,2,2,2,2,2,9.21,4
19,1,2010,1,5992,950,48,2,2,-1.7,5.4,1.9,6,22,12.1,7.7,16.6,10.2,2,2,2,2,2,2,9.23,0
20,1,2010,1,5992,950,48,2,2,-0.9,4.1,1.6,8,26,13.3,8.9,21.9,11.7,2,2,2,2,2,2,9.25,12
21,1,2010,1,5992,950,48,2,2,-3.2,2.8,-0.2,8,25,12.7,11.2,22.2,12.9,2,2,2,2,2,2,9.27,4
22,1,2010,1,5992,950,48,2,2,-4.1,-0.3,-2.2,8,15,11.1,12.1,15.3,13.3,2,2,2,2,2,2,9.29,20
23,1,2010,1,5992,950,48,2,2,-4.7,0.9,-1.9,8,20,10.7,12.7,19.1,12.6,2,2,2,2,2,2,9.32,2
24,1,2010,1,5992,950,48,2,1,-3.9,2.1,-0.9,8,22,12.8,11.9,19.9,13.7,2,2,2,2,2,2,9.34,8
25,1,2010,1,5992,950,48,2,2,-3.7,-2,-2.9,8,16,12.9,11.7,18.0,15.8,2,2,2,2,2,2,9.35,4
26,1,2010,1,5992,950,48,2,2,-4.7,-3.2,-4,8,14,11.0,12.7,17.2,15.0,2,2,2,2,2,2,9.38,2
27,1,2010,1,5992,950,48,2,2,-5.6,-2,-3.8,7,21,11.3,12.6,23.0,15.1,1,2,1,3,2,3,9.40,4
28,1,2010,1,5992,950,48,2,2,-5,1.7,-1.7,5,19,10.1,10.0,17.3,11.8,2,2,1,2,2,3,9.42,4
29,1,2010,1,5992,950,48,2,2,-3.2,1,-1.1,8,18,11.7,11.2,17.0,12.8,2,2,2,2,2,2,9.45,10
30,1,2010,1,5992,950,48,2,1,-3.2,2.3,-0.5,9,17,12.1,12.2,14.7,12.6,2,2,2,2,2,2,9.47,0
31,1,2010,1,5992,950,48,2,2,-6.9,-3.2,-5.1,7,13,9.8,13.9,16.2,14.9,2,2,2,2,2,2,9.49,8
1,2,2010,1,5992,950,48,2,2,-6.7,0.2,-3.3,7,26,10.7,13.7,25.8,14.0,2,2,2,2,2,2,9.52,14
2,2,2010,1,5992,950,48,2,2,-3.9,2.1,-0.9,4,13,9.2,7.9,10.9,10.1,2,2,2,2,2,2,9.55,18
3,2,2010,1,5992,950,48,2,1,-1.3,2.7,0.7,8,17,12.8,9.3,14.3,12.1,1,1,1,3,3,3,9.58,0
4,2,2010,1,5992,950,48,2,1,2.1,3.9,3,11,20,15.5,8.9,16.1,12.5,2,2,2,2,2,2,10.00,20
5,2,2010,1,5992,950,48,2,2,1.9,4.1,3,11,16,13.6,9.1,11.9,10.6,2,2,2,2,2,2,10.02,18
6,2,2010,1,5992,950,48,2,2,-0.5,1.4,0.5,9,14,12.2,9.5,12.6,11.7,1,1,2,3,3,2,10.05,14
7,2,2010,1,5992,950,48,2,1,-1.4,2.6,0.6,9,30,13.8,10.4,27.4,13.2,2,1,2,2,3,2,10.08,16
8,2,2010,1,5992,950,48,2,1,-3.2,2.1,-0.6,8,24,12.6,11.2,21.9,13.2,2,2,2,2,2,2,10.11,0
9,2,2010,1,5992,950,48,2,2,-3.2,-0.4,-1.8,5,19,12.6,8.2,19.4,14.4,2,2,2,2,2,2,10.13,6
10,2,2010,1,5992,950,48,2,2,-2.7,-1.7,-2.2,10,13,11.4,12.7,14.7,13.6,2,1,2,2,3,2,10.16,8
11,2,2010,1,5992,950,48,2,2,-3.4,-0.9,-2.2,9,18,11.7,12.4,18.9,13.9,2,2,2,2,2,2,10.19,2
12,2,2010,1,5992,950,48,2,2,-4.3,-2.2,-3.3,10,13,11.3,14.3,15.2,14.6,2,2,2,2,2,2,10.21,14
13,2,2010,1,5992,950,48,2,3,-3.2,2.8,-0.2,9,16,12.1,12.2,13.2,12.3,2,1,2,2,3,2,10.24,22
14,2,2010,1,5992,950,48,2,1,-2.9,1.4,-0.8,9,18,13.4,11.9,16.6,14.2,2,2,2,2,2,2,10.27,4
15,2,2010,1,5992,950,48,2,2,-3.9,3.7,-0.1,7,20,12.7,10.9,16.3,12.8,2,1,2,2,3,2,10.30,8
16,2,2010,1,5992,950,48,2,2,-0.9,1.3,0.2,13,17,15.1,13.9,15.7,14.9,2,2,2,2,2,2,10.33,22
17,2,2010,1,5992,950,48,2,2,-0.5,4.8,2.2,11,22,16.8,11.5,17.2,14.6,2,2,2,2,2,2,10.36,6
18,2,2010,1,5992,950,48,2,2,1.6,6.3,4,13,18,15.4,11.4,11.7,11.4,2,2,2,2,2,2,10.38,16
19,2,2010,1,5992,950,48,2,2,4.7,7.5,6.1,13,18,15.5,8.3,10.5,9.4,2,2,2,2,2,2,10.42,22
20,2,2010,1,5992,950,48,2,2,-1.1,4.9,1.9,12,22,15.5,13.1,17.1,13.6,2,2,2,2,2,2,10.44,6
21,2,2010,1,5992,950,,2,2,-0.8,4.7,2,11,20,14.2,11.8,15.3,12.2,2,2,1,3,2,3,10.47,12
22,2,2010,1,5992,950,48,2,2,1.4,4.7,3.1,11,22,16.7,9.6,17.3,13.6,2,2,2,2,2,2,10.50,18
23,2,2010,1,5992,950,,2,2,2.4,6.3,4.4,13,18,16.1,10.6,11.7,11.7,1,1,1,3,3,3,10.53,10
24,2,2010,1,5992,950,,2,2,3.9,6.3,5.1,14,21,17.7,10.1,14.7,12.6,2,2,2,2,2,2,10.55,22
25,2,2010,1,5992,950,48,2,2,3.9,6.6,5.3,14,20,17.6,10.1,13.4,12.3,2,2,2,2,2,2,10.59,2
26,2,2010,1,5992,950,48,2,1,4.2,8.6,6.4,13,30,17.0,8.8,21.4,10.6,2,2,2,2,2,2,11.02,8
27,2,2010,1,5992,950,48,2,2,3.9,8.8,6.4,10,31,17.4,6.1,22.2,11.0,2,2,2,2,2,2,11.04,10
28,2,2010,1,5992,950,48,2,1,4.2,7.6,5.9,14,19,16.9,9.8,11.4,11.0,2,2,2,2,2,2,11.08,4
1,3,2010,2,5992,950,49,3,3,4.1,8,6.1,13,21,17.4,8.9,13.0,11.3,2,1,2,2,3,2,11.11,22
2,3,2010,2,5992,950,48,2,2,4,9.1,6.6,14,26,17.4,10.0,16.9,10.8,2,2,2,2,2,2,11.13,20
3,3,2010,2,5992,950,48,2,2,1.1,6.6,3.9,11,20,14.7,9.9,13.4,10.8,2,2,2,2,2,2,11.16,6
4,3,2010,2,5992,950,48,2,2,-0.4,1.2,0.4,10,15,13.1,10.4,13.8,12.7,2,2,2,2,2,2,11.20,18
5,3,2010,2,5992,950,48,2,3,-4.1,-0.1,-2.1,8,17,13.3,12.1,17.1,15.4,2,2,2,2,2,2,11.23,6
6,3,2010,2,5992,950,,2,3,-6.4,0.4,-3,8,19,12.3,14.4,18.6,15.3,2,1,2,2,3,2,11.25,16
7,3,2010,2,5992,950,48,2,2,-4.4,-1.5,-3,9,15,11.9,13.4,16.5,14.9,2,2,2,2,2,2,11.29,12
8,3,2010,2,5992,950,48,2,2,-6.6,-2.7,-4.7,7,14,10.1,13.6,16.7,14.8,2,2,2,2,2,2,11.32,12
9,3,2010,2,5992,950,48,2,3,-6.7,-4.2,-5.5,4,12,7.3,10.7,16.2,12.8,2,2,2,2,2,2,11.35,10
10,3,2010,2,5992,950,48,2,,-4.9,-3.2,-4.1,5,15,9.8,9.9,18.2,13.9,2,2,2,2,2,2,11.37,
11,3,2010,2,5992,950,48,2,3,-5.4,0.3,-2.6,10,21,13.2,15.4,20.7,15.8,2,2,2,2,2,2,11.41,8
12,3,2010,2,5992,950,48,2,3,-3.2,0.9,-1.2,10,20,13.8,13.2,19.1,15.0,2,2,2,2,2,2,11.44,22
13,3,2010,2,5992,950,48,2,3,-0.9,5.5,2.3,9,26,15.7,9.9,20.5,13.4,2,2,2,2,2,2,11.47,12
14,3,2010,2,5992,950,48,2,3,0.6,7.4,4,8,22,13.7,7.4,14.6,9.7,2,2,2,2,2,2,11.50,6
15,3,2010,2,5992,950,48,2,3,0.2,7.4,3.8,8,30,15.7,7.8,22.6,11.9,2,2,2,2,2,2,11.53,14
16,3,2010,2,5992,950,48,2,3,2.2,7.5,4.9,7,22,13.8,4.8,14.5,8.9,2,2,2,2,2,2,11.56,10
17,3,2010,2,5992,950,,2,3,3.5,7.7,5.6,7,26,14.0,3.5,18.3,8.4,2,2,2,2,2,2,11.59,6
18,3,2010,2,5992,950,48,2,2,2.5,7.5,5,10,23,16.2,7.5,15.5,11.2,2,2,2,2,2,2,12.02,18
19,3,2010,2,5992,950,48,2,2,3.1,6.4,4.8,13,22,17.8,9.9,15.6,13.0,2,1,2,2,3,2,12.06,2
20,3,2010,2,5992,950,48,2,3,4.9,6.8,5.9,15,19,16.6,10.1,12.2,10.7,2,1,2,2,3,2,12.08,18
21,3,2010,2,5992,950,48,2,2,6.3,8.7,7.5,13,21,16.8,6.7,12.3,9.3,2,1,2,2,3,2,12.11,12
22,3,2010,2,5992,950,48,2,2,6.5,10.9,8.7,15,24,17.7,8.5,13.1,9.0,1,1,2,3,3,2,12.14,0
23,3,2010,2,5992,950,48,2,2,4.2,12.4,8.3,13,25,17.8,8.8,12.6,9.5,2,1,2,2,3,2,12.18,0
24,3,2010,2,5992,950,48,2,2,5.3,14.5,9.9,13,29,19.0,7.7,14.5,9.1,1,1,2,3,3,2,12.21,14
25,3,2010,2,5992,950,48,2,3,8.1,13.4,10.8,14,26,19.0,5.9,12.6,8.2,2,1,2,2,3,2,12.24,22
26,3,2010,2,5992,950,48,2,2,6.3,8.7,7.5,17,21,18.3,10.7,12.3,10.8,2,1,2,2,3,2,12.26,18
27,3,2010,2,5992,950,48,2,2,4.8,8.3,6.6,14,19,16.4,9.2,10.7,9.8,1,1,2,3,3,2,12.30,8
28,3,2010,2,5992,950,48,2,2,4.5,9.8,7.2,13,25,18.5,8.5,15.2,11.3,2,1,2,2,3,2,12.33,4
29,3,2010,2,5992,950,48,2,1,5.2,11.4,8.3,13,26,19.3,7.8,14.6,11.0,1,1,2,3,3,2,12.36,6
30,3,2010,2,5992,950,48,2,2,5.1,8.7,6.9,13,22,17.0,7.9,13.3,10.1,1,1,2,3,3,2,12.39,12
31,3,2010,2,5992,950,48,2,3,3.9,6.3,5.1,13,19,15.5,9.1,12.7,10.4,1,1,2,3,3,2,12.41,14
1,4,2010,2,5992,950,48,2,2,2.9,6.8,4.9,13,20,15.9,10.1,13.2,11.0,1,1,2,3,3,2,12.45,2
2,4,2010,2,5992,950,48,2,2,2.3,7.1,4.7,10,21,15.5,7.7,13.9,10.8,2,2,2,2,2,2,12.48,14
3,4,2010,2,5992,950,48,2,3,3.8,8,5.9,12,26,17.6,8.2,18.0,11.7,2,1,2,2,3,2,12.51,6
4,4,2010,2,5992,950,48,2,2,4,6.4,5.2,13,21,16.3,9.0,14.6,11.1,2,1,2,2,3,2,12.54,22
5,4,2010,2,5992,950,48,2,1,2.1,8.4,5.3,11,20,15.2,8.9,11.6,9.9,2,1,2,2,3,2,12.56,4
6,4,2010,2,5992,950,48,2,2,4.6,12.5,8.6,12,29,17.8,7.4,16.5,9.2,2,2,2,2,2,2,13.00,6
7,4,2010,2,5992,950,48,2,1,5.2,15.9,10.6,9,30,19.0,3.8,14.1,8.4,2,1,2,2,3,2,13.03,20
8,4,2010,2,5992,950,48,2,1,4.3,15.3,9.8,13,25,17.5,8.7,9.7,7.7,2,2,2,2,2,2,13.06,10
9,4,2010,2,5992,950,48,2,1,5.3,15.7,10.5,12,28,18.6,6.7,12.3,8.1,2,2,2,2,2,2,13.08,10
10,4,2010,2,5992,950,48,2,2,8.3,16,12.2,13,37,20.4,4.7,21.0,8.2,2,2,2,2,2,2,13.11,10
11,4,2010,2,5992,950,48,2,1,0.3,10,5.2,11,34,17.3,10.7,24.0,12.1,2,2,2,2,2,2,13.15,2
12,4,2010,2,5992,950,48,2,1,0.1,8.5,4.3,13,33,18.0,12.9,24.5,13.7,2,1,2,2,3,2,13.18,20
13,4,2010,2,5992,950,48,2,2,1.5,6.9,4.2,13,25,17.9,11.5,18.1,13.7,2,2,2,2,2,2,13.20,2
14,4,2010,2,5992,950,48,2,2,3.7,9.1,6.4,10,25,16.9,6.3,15.9,10.5,2,1,2,2,3,2,13.23,16
15,4,2010,2,5992,950,48,2,3,3.9,11.9,7.9,12,32,19.5,8.1,20.1,11.6,2,2,2,2,2,2,13.27,14
16,4,2010,2,5992,950,48,2,3,5,12.4,8.7,13,27,19.1,8.0,14.6,10.4,2,2,2,2,2,2,13.30,20
17,4,2010,2,5992,950,,2,2,4.1,6.6,5.4,13,26,18.0,8.9,19.4,12.6,2,2,2,2,2,2,13.32,16
18,4,2010,2,5992,950,48,2,3,3.1,11.2,7.2,13,26,19.4,9.9,14.8,12.2,2,2,2,2,2,2,13.35,8
19,4,2010,2,5992,950,48,2,2,5.2,13.2,9.2,16,26,20.7,10.8,12.8,11.5,2,1,2,2,3,2,13.37,0
20,4,2010,2,5992,950,48,2,2,7.1,14.2,10.7,17,25,21.1,9.9,10.8,10.4,2,2,2,2,2,2,13.41,10
21,4,2010,2,5992,950,48,2,2,5.7,11.4,8.6,16,26,21.6,10.3,14.6,13.0,2,1,2,2,3,2,13.44,8
22,4,2010,2,5992,950,48,2,2,7.2,14.8,11,15,25,20.9,7.8,10.2,9.9,1,1,2,3,3,2,13.46,2
23,4,2010,2,5992,950,48,2,2,7.2,10.4,8.8,17,21,19.2,9.8,10.6,10.4,2,2,2,2,2,2,13.49,14
24,4,2010,2,5992,950,48,2,2,7.5,9.7,8.6,17,25,20.8,9.5,15.3,12.2,2,1,2,2,3,2,13.52,8
25,4,2010,2,5992,950,48,2,2,8.1,16.4,12.3,20,27,22.9,11.9,10.6,10.6,2,1,2,2,3,2,13.55,20
26,4,2010,2,5992,950,48,2,2,9.4,19.3,14.4,19,30,23.5,9.6,10.7,9.1,2,2,2,2,2,2,13.58,4
27,4,2010,2,5992,950,48,2,2,10.5,17.7,14.1,17,29,23.0,6.5,11.3,8.9,2,1,2,2,3,2,14.00,22
28,4,2010,2,5992,950,48,2,2,9.7,19.5,14.6,18,28,23.2,8.3,8.5,8.6,2,2,2,2,2,2,14.03,8
29,4,2010,2,5992,950,,2,2,11.7,19.4,15.6,14,31,23.1,2.3,11.6,7.5,2,2,2,2,2,2,14.05,2
30,4,2010,2,5992,950,48,2,2,11.2,17.1,14.2,16,28,22.3,4.8,10.9,8.1,2,1,2,2,3,2,14.09,16
1,5,2010,2,5992,950,48,2,1,8.9,16.2,12.6,17,32,22.6,8.1,15.8,10.0,2,2,2,2,2,2,14.11,16
2,5,2010,2,5992,950,48,2,2,8.9,11.1,10,20,23,21.0,11.1,11.9,11.0,2,2,2,2,2,2,14.13,12
3,5,2010,2,5992,950,48,2,2,9.2,13.6,11.4,19,28,23.0,9.8,14.4,11.6,1,1,2,3,3,2,14.16,10
4,5,2010,2,5992,950,48,2,2,9,12,10.5,19,34,21.9,10.0,22.0,11.4,1,1,2,3,3,2,14.18,4
5,5,2010,2,5992,950,48,2,2,6.4,11.5,9,17,25,21.6,10.6,13.5,12.6,2,2,2,2,2,2,14.22,0
6,5,2010,2,5992,950,48,2,2,4.1,6.4,5.3,16,37,20.9,11.9,30.6,15.6,1,1,2,3,3,2,14.24,20
7,5,2010,2,5992,950,48,2,1,4.3,9,6.7,18,35,22.2,13.7,26.0,15.5,2,1,2,2,3,2,14.26,4
8,5,2010,2,5992,950,48,2,2,5.5,9.1,7.3,18,27,21.6,12.5,17.9,14.3,1,1,2,3,3,2,14.29,10
9,5,2010,2,5992,950,48,2,2,6.3,11.7,9,18,25,20.8,11.7,13.3,11.8,1,1,2,3,3,2,,0
10,5,2010,2,5992,950,48,2,1,8.1,13.7,10.9,18,32,23.6,9.9,18.3,12.7,2,2,2,2,2,2,14.33,12
11,5,2010,2,5992,950,48,2,2,10.2,11.2,10.7,19,25,21.7,8.8,13.8,11.0,2,1,2,2,3,2,14.35,6
12,5,2010,2,5992,950,48,2,2,8.9,12.2,10.6,18,28,22.5,9.1,15.8,11.9,1,2,1,3,2,3,14.38,10
13,5,2010,2,5992,950,48,2,2,7.5,12,9.8,19,27,22.3,11.5,15.0,12.5,1,1,2,3,3,2,14.41,18
14,5,2010,2,5992,950,48,2,1,6.9,11.7,9.3,18,31,21.5,11.1,19.3,12.2,1,2,2,3,2,2,14.43,22
15,5,2010,2,5992,950,48,2,1,5.9,8.7,7.3,16,23,19.1,10.1,14.3,11.8,1,1,2,3,3,2,14.45,10
16,5,2010,2,5992,950,49,3,2,5.5,11.8,8.7,16,25,21.1,10.5,13.2,12.4,1,1,1,3,3,3,14.47,8
17,5,2010,2,5992,950,48,2,2,7.6,15.1,11.4,19,34,23.7,11.4,18.9,12.3,1,1,1,3,3,3,14.49,20
18,5,2010,2,5992,950,49,3,2,9,16.2,12.6,18,27,22.5,9.0,10.8,9.9,2,2,2,2,2,2,14.51,16
