giorno,mese,anno,stagione,animale,Altacq,quadr,dist,bosco,tmina,tmaxa,tmeda,tminr,tmaxr,tmediar,deltmin,deltmac,deltmed,altcmin,altcmax,altcmed,delqmed,delqmax,delqmin,oreluce,activore
19,5,2010,2,5992,950,48,2,2,6.3,11.9,9.1,17,28,21.2,10.7,16.1,12.1,1,1,2,3,3,2,14.53,16
20,5,2010,2,5992,950,48,2,2,5.9,15.8,10.9,18,41,24.6,12.1,25.2,13.7,2,2,2,2,2,2,14.55,4
21,5,2010,2,5992,950,48,2,2,7.5,18.5,13,17,27,21.9,9.5,8.5,8.9,2,2,2,2,2,2,14.57,20
22,5,2010,2,5992,950,,2,2,11.2,19.5,15.4,18,33,23.3,6.8,13.5,7.9,2,2,2,2,2,2,14.59,16
23,5,2010,2,5992,950,48,2,2,11.9,19.1,15.5,19,30,24.4,7.1,10.9,8.9,2,2,2,2,2,2,15.01,0
24,5,2010,2,5992,950,48,2,2,14,20.6,17.3,18,31,24.5,4.0,10.4,7.2,2,2,2,2,2,2,15.02,18
25,5,2010,2,5992,950,48,2,1,11.6,17.7,14.7,18,36,24.3,6.4,18.3,9.6,2,2,2,2,2,2,15.04,16
26,5,2010,2,5992,950,48,2,2,10.5,18.3,14.4,18,31,22.8,7.5,12.7,8.4,2,2,2,2,2,2,15.06,12
27,5,2010,2,5992,950,48,2,2,10.1,16,13.1,16,35,24.0,5.9,19.0,10.9,2,2,2,2,2,2,15.08,6
28,5,2010,2,5992,950,48,2,2,10.2,17.7,14,20,31,24.8,9.8,13.3,10.8,2,2,2,2,2,2,15.09,10
29,5,2010,2,5992,950,48,2,2,11,18.9,15,20,31,24.5,9.0,12.1,9.5,2,2,2,2,2,2,15.11,18
30,5,2010,2,5992,950,48,2,2,10.5,16.7,13.6,20,35,24.7,9.5,18.3,11.1,1,1,2,3,3,2,15.13,18
31,5,2010,2,5992,950,48,2,1,11.9,19.6,15.8,17,35,24.1,5.1,15.4,8.3,2,1,2,2,3,2,15.14,12
1,6,2010,3,5992,950,48,2,2,10.2,18.5,14.4,17,41,24.2,6.8,22.5,9.8,2,1,2,2,3,2,15.16,22
2,6,2010,3,5992,950,48,2,2,10.9,17.4,14.2,20,32,23.7,9.1,14.6,9.5,2,2,2,2,2,2,15.16,14
3,6,2010,3,5992,950,48,2,2,9.8,17.6,13.7,20,36,25.2,10.2,18.4,11.5,2,2,2,2,2,2,15.18,8
4,6,2010,3,5992,950,48,2,2,9.2,21.3,15.3,19,29,23.9,9.8,7.7,8.6,1,1,2,3,3,2,15.19,10
5,6,2010,3,5992,950,48,2,2,15.2,22.4,18.8,20,33,25.6,4.8,10.6,6.8,1,1,2,3,3,2,15.21,4
6,6,2010,3,5992,950,48,2,2,15.8,22.8,19.3,20,31,25.1,4.2,8.2,5.8,2,1,2,2,3,2,15.21,2
7,6,2010,3,5992,950,48,2,2,14.6,19,16.8,19,35,25.1,4.4,16.0,8.3,2,2,2,2,2,2,15.22,14
8,6,2010,3,5992,950,38,2,2,14.5,20.9,17.7,21,32,25.6,6.5,11.1,7.9,2,2,2,2,2,2,15.24,16
9,6,2010,3,5992,950,38,2,1,14.8,23,18.9,20,42,27.1,5.2,19.0,8.2,2,2,2,2,2,2,15.24,2
10,6,2010,3,5992,950,48,2,2,17.1,24,20.6,20,35,26.7,2.9,11.0,6.1,2,2,2,2,2,2,15.25,6
11,6,2010,3,5992,950,48,2,1,16.5,24.6,20.6,20,36,26.3,3.5,11.4,5.7,2,2,2,2,2,2,15.25,22
12,6,2010,3,5992,950,48,2,2,13.8,22,17.9,19,32,26.0,5.2,10.0,8.1,2,2,2,2,2,2,15.26,12
13,6,2010,3,5992,950,48,2,1,13.4,19.8,16.6,22,30,26.3,8.6,10.2,9.7,2,2,2,2,2,2,15.26,0
14,6,2010,3,5992,950,48,2,1,11.1,19.9,15.5,22,33,25.2,10.9,13.1,9.7,1,1,2,3,3,2,15.28,6
15,6,2010,3,5992,950,48,2,2,13.5,18.7,16.1,22,33,25.0,8.5,14.3,8.9,1,2,2,3,2,2,15.28,2
16,6,2010,3,5992,950,49,3,1,12.4,16.1,14.3,22,32,25.0,9.6,15.9,10.7,2,1,2,2,3,2,15.29,6
17,6,2010,3,5992,950,48,2,2,11.3,15.7,13.5,20,27,23.4,8.7,11.3,9.9,1,1,1,3,3,3,15.29,10
18,6,2010,3,5992,950,48,2,1,10.1,16.2,13.2,20,27,23.4,9.9,10.8,10.2,1,1,2,3,3,2,15.28,12
19,6,2010,3,5992,950,48,2,2,11.1,13.7,12.4,22,25,22.8,10.9,11.3,10.4,2,1,2,2,3,2,15.29,4
20,6,2010,3,5992,950,48,2,2,9.2,13,11.1,19,25,22.3,9.8,12.0,11.2,1,1,1,3,3,3,15.29,4
21,6,2010,3,5992,950,48,2,1,8.7,9.3,9,20,25,22.4,11.3,15.7,13.4,1,1,1,3,3,3,15.29,20
22,6,2010,3,5992,950,38,2,1,10.2,14,12.1,18,30,23.3,7.8,16.0,11.2,1,1,2,3,3,2,15.29,14
23,6,2010,3,5992,950,48,2,1,12,18.3,15.2,19,28,23.8,7.0,9.7,8.6,2,2,2,2,2,2,15.29,20
24,6,2010,3,5992,950,48,2,2,12.3,20.7,16.5,20,33,24.9,7.7,12.3,8.4,2,2,2,2,2,2,15.29,22
25,6,2010,3,5992,950,48,2,2,14,20.3,17.2,20,31,25.3,6.0,10.7,8.1,1,1,2,3,3,2,15.29,16
26,6,2010,3,5992,950,48,2,2,15.2,22.1,18.7,21,29,24.5,5.8,6.9,5.8,2,1,2,2,3,2,15.29,18
27,6,2010,3,5992,950,48,2,1,16,22.7,19.4,21,30,24.8,5.0,7.3,5.4,2,2,2,2,2,2,15.28,18
28,6,2010,3,5992,950,48,2,2,16,24,20,21,35,26.7,5.0,11.0,6.7,1,1,2,3,3,2,15.28,16
29,6,2010,3,5992,950,48,2,2,16.6,24.2,20.4,21,35,26.7,4.4,10.8,6.3,2,2,2,2,2,2,15.27,4
30,6,2010,3,5992,950,48,2,2,16.5,25.4,21,21,35,26.2,4.5,9.6,5.2,1,1,2,3,3,2,15.27,4
1,7,2010,3,5992,950,48,2,2,17.3,27,22.2,22,38,27.2,4.7,11.0,5.0,2,1,2,2,3,2,15.25,16
2,7,2010,3,5992,950,48,2,2,18.8,26.2,22.5,23,39,28.3,4.2,12.8,5.8,2,2,2,2,2,2,15.25,22
3,7,2010,3,5992,950,48,2,2,19.1,25.9,22.5,22,35,27.8,2.9,9.1,5.3,2,2,2,2,2,2,15.24,0
4,7,2010,3,5992,950,48,2,1,18.6,24.6,21.6,22,29,26.5,3.4,4.4,4.9,2,2,2,2,2,2,15.23,12
5,7,2010,3,5992,950,48,2,2,18.1,24.2,21.2,22,32,25.9,3.9,7.8,4.7,2,2,2,2,2,2,15.22,12
6,7,2010,3,5992,950,48,2,2,18,23.9,21,23,36,27.1,5.0,12.1,6.1,2,2,2,2,2,2,15.21,10
7,7,2010,3,5992,950,48,2,1,15.4,23.2,19.3,22,32,26.7,6.6,8.8,7.4,2,2,2,2,2,2,15.21,8
8,7,2010,3,5992,950,38,2,2,14.8,25.8,20.3,21,37,26.7,6.2,11.2,6.4,2,2,2,2,2,2,15.19,20
9,7,2010,3,5992,950,38,2,1,17.1,27,22.1,22,39,27.5,4.9,12.0,5.4,2,2,2,2,2,2,15.18,14
10,7,2010,3,5992,950,38,2,2,18.6,28.4,23.5,22,33,28.1,3.4,4.6,4.6,2,2,2,2,2,2,15.16,18
11,7,2010,3,5992,950,38,2,2,19.7,27.1,23.4,24,38,29.1,4.3,10.9,5.7,2,2,2,2,2,2,15.16,12
12,7,2010,3,5992,950,38,2,2,19.7,26.2,23,24,33,28.4,4.3,6.8,5.4,2,2,2,2,2,2,15.14,14
13,7,2010,3,5992,950,38,2,1,18.1,23.8,21,22,37,27.0,3.9,13.2,6.0,2,2,2,2,2,2,15.13,20
14,7,2010,3,5992,950,48,2,1,19.7,26.5,23.1,22,36,28.0,2.3,9.5,4.9,2,2,2,2,2,2,15.11,2
15,7,2010,3,5992,950,38,2,2,19.6,26.6,23.1,21,33,27.5,1.4,6.4,4.4,2,2,2,2,2,2,15.09,4
16,7,2010,3,5992,950,48,2,1,20.3,29,24.7,23,34,26.9,2.7,5.0,2.2,2,2,2,2,2,2,15.08,10
17,7,2010,3,5992,950,38,2,1,18.6,25.2,21.9,21,38,27.1,2.4,12.8,5.2,2,2,2,2,2,2,15.06,20
18,7,2010,3,5992,950,48,2,1,15.6,23.4,19.5,22,35,27.3,6.4,11.6,7.8,2,2,2,2,2,2,15.04,0
19,7,2010,3,5992,950,48,2,2,15,22.9,19,23,36,27.7,8.0,13.1,8.7,2,1,2,2,3,2,15.03,6
20,7,2010,3,5992,950,38,2,2,15.6,26,20.8,22,33,27.3,6.4,7.0,6.5,2,2,2,2,2,2,15.02,8
21,7,2010,3,5992,950,38,2,2,18.1,25.7,21.9,22,36,27.4,3.9,10.3,5.5,2,2,2,2,2,2,15.00,8
22,7,2010,3,5992,950,48,2,2,19.1,26,22.6,21,35,27.4,1.9,9.0,4.8,2,2,2,2,2,2,14.58,8
23,7,2010,3,5992,950,48,2,1,18.2,23.3,20.8,23,35,27.9,4.8,11.7,7.1,2,2,2,2,2,2,14.56,12
24,7,2010,3,5992,950,48,2,2,15.3,23.2,19.3,21,29,25.6,5.7,5.8,6.3,2,2,1,2,2,3,14.54,20
25,7,2010,3,5992,950,48,2,2,13.8,22.8,18.3,20,30,24.8,6.2,7.2,6.5,1,1,2,3,3,2,14.52,22
26,7,2010,3,5992,950,48,2,3,11.7,20.7,16.2,21,40,25.3,9.3,19.3,9.1,2,2,2,2,2,2,14.50,8
27,7,2010,3,5992,950,48,2,2,12.2,18.8,15.5,20,27,22.8,7.8,8.2,7.3,2,2,2,2,2,2,14.48,12
28,7,2010,3,5992,950,48,2,2,14.2,21.3,17.8,20,30,24.6,5.8,8.7,6.8,2,2,2,2,2,2,14.46,18
29,7,2010,3,5992,950,48,2,2,11.1,16.4,13.8,20,26,23.4,8.9,9.6,9.6,1,1,2,3,3,2,14.43,6
30,7,2010,3,5992,950,48,2,1,9.4,18.5,14,17,31,24.4,7.6,12.5,10.4,2,2,2,2,2,2,14.40,16
31,7,2010,3,5992,950,48,2,3,11.2,21.4,16.3,20,35,25.1,8.8,13.6,8.8,2,2,2,2,2,2,14.38,18
1,8,2010,3,5992,950,48,2,2,13.5,23.8,18.7,20,38,25.8,6.5,14.2,7.1,2,2,2,2,2,2,14.36,22
2,8,2010,3,5992,950,48,2,1,17.5,23.3,20.4,20,29,24.7,2.5,5.7,4.3,2,2,2,2,2,2,14.34,0
3,8,2010,3,5992,950,48,2,2,16.5,20.5,18.5,22,31,25.9,5.5,10.5,7.4,2,2,2,2,2,2,14.32,14
4,8,2010,3,5992,950,48,2,2,14.6,21.5,18.1,22,39,27.3,7.4,17.5,9.2,2,2,2,2,2,2,14.29,18
5,8,2010,3,5992,950,48,2,2,10.9,17.4,14.2,19,26,22.3,8.1,8.6,8.1,2,2,2,2,2,2,14.27,22
6,8,2010,3,5992,950,48,2,3,10,19.6,14.8,19,30,23.8,9.0,10.4,9.0,2,2,2,2,2,2,14.25,6
7,8,2010,3,5992,950,48,2,3,14.4,20.8,17.6,20,30,24.3,5.6,9.2,6.7,2,2,2,2,2,2,14.22,20
8,8,2010,3,5992,950,48,2,3,13.9,20.8,17.4,21,29,24.3,7.1,8.2,6.9,2,2,2,2,2,2,14.20,12
9,8,2010,3,5992,950,48,2,1,15.2,19.8,17.5,19,31,24.3,3.8,11.2,6.8,2,2,2,2,2,2,14.16,20
10,8,2010,3,5992,950,48,2,2,15.2,23.5,19.4,22,31,25.8,6.8,7.5,6.4,2,1,2,2,3,2,14.14,8
11,8,2010,3,5992,950,48,2,1,17,23.8,20.4,22,34,26.8,5.0,10.2,6.4,2,2,2,2,2,2,14.12,4
12,8,2010,3,5992,950,38,2,1,15.9,21.8,18.9,20,37,26.5,4.1,15.2,7.6,2,2,2,2,2,2,14.09,0
13,8,2010,3,5992,950,48,2,2,13.1,18.3,15.7,20,29,23.7,6.9,10.7,8.0,2,2,2,2,2,2,14.07,6
14,8,2010,3,5992,950,48,2,1,14.3,16.2,15.3,20,26,22.7,5.7,9.8,7.4,2,2,2,2,2,2,14.04,16
15,8,2010,3,5992,950,48,2,1,13.5,17.6,15.6,20,26,23.9,6.5,8.4,8.3,2,2,2,2,2,2,14.02,10
16,8,2010,3,5992,950,48,2,1,12.6,16.4,14.5,19,28,23.5,6.4,11.6,9.0,2,2,2,2,2,2,13.58,8
17,8,2010,3,5992,950,48,2,2,12.3,18.1,15.2,19,27,22.9,6.7,8.9,7.7,2,2,2,2,2,2,13.55,14
18,8,2010,3,5992,950,48,2,2,13.3,17.3,15.3,21,31,23.8,7.7,13.7,8.5,2,2,2,2,2,2,13.53,20
19,8,2010,3,5992,950,48,2,1,15.2,19,17.1,21,29,24.6,5.8,10.0,7.5,2,2,2,2,2,2,13.50,20
20,8,2010,3,5992,950,48,2,1,16.2,24.6,20.4,20,32,25.2,3.8,7.4,4.8,2,1,2,2,3,2,13.48,6
21,8,2010,3,5992,950,48,2,1,17,23.4,20.2,23,30,26.5,6.0,6.6,6.3,2,2,2,2,2,2,13.45,20
22,8,2010,3,5992,950,48,2,2,16.5,26,21.3,22,33,27.3,5.5,7.0,6.0,1,1,2,3,3,2,13.42,0
23,8,2010,3,5992,950,48,2,1,18.3,25.1,21.7,20,37,26.6,1.7,11.9,4.9,2,2,2,2,2,2,13.39,14
24,8,2010,3,5992,950,48,2,1,16,22,19,22,30,25.0,6.0,8.0,6.0,2,2,2,2,2,2,13.36,6
25,8,2010,3,5992,950,48,2,2,17.2,22.9,20.1,20,39,26.1,2.8,16.1,6.0,2,2,2,2,2,2,13.33,20
26,8,2010,3,5992,950,48,2,1,17.1,25.6,21.4,20,32,25.9,2.9,6.4,4.5,2,2,2,2,2,2,13.31,22
27,8,2010,3,5992,950,48,2,1,15.9,21.9,18.9,20,29,24.8,4.1,7.1,5.9,2,2,2,2,2,2,13.28,22
28,8,2010,3,5992,950,48,2,1,15.2,20.8,18,24,28,26.4,8.8,7.2,8.4,2,2,2,2,2,2,13.25,12
29,8,2010,3,5992,950,48,2,1,12.5,19.5,16,20,28,24.3,7.5,8.5,8.3,1,1,2,3,3,2,13.23,0
30,8,2010,3,5992,950,48,2,2,9,17.4,13.2,17,29,22.3,8.0,11.6,9.1,2,2,2,2,2,2,13.19,8
31,8,2010,3,5992,950,48,2,2,8,19,13.5,15,27,19.8,7.0,8.0,6.3,2,2,2,2,2,2,13.16,6
1,9,2010,4,5992,950,48,2,2,11.2,19.2,15.2,16,26,21.2,4.8,6.8,6.0,2,2,2,2,2,2,13.13,22
2,9,2010,4,5992,950,48,2,2,12.3,19.7,16,16,27,21.8,3.7,7.3,5.8,2,2,2,2,2,2,13.10,18
3,9,2010,4,5992,950,48,2,2,12.3,20.7,16.5,18,31,23.2,5.7,10.3,6.7,2,2,2,2,2,2,13.08,22
4,9,2010,4,5992,950,48,2,1,11.9,21.3,16.6,16,28,22.3,4.1,6.7,5.7,2,2,2,2,2,2,13.05,2
5,9,2010,4,5992,950,48,2,2,13.9,20.2,17.1,18,30,23.6,4.1,9.8,6.5,1,2,2,3,2,2,13.02,18
6,9,2010,4,5992,950,48,2,2,12.4,20.2,16.3,18,30,24.0,5.6,9.8,7.7,2,2,2,2,2,2,12.58,22
7,9,2010,4,5992,950,48,2,2,14.6,18.4,16.5,22,28,24.5,7.4,9.6,8.0,2,2,2,2,2,2,12.55,22
8,9,2010,4,5992,950,48,2,1,13.5,17.5,15.5,22,26,23.9,8.5,8.5,8.4,2,1,2,2,3,2,12.53,18
9,9,2010,4,5992,950,48,2,1,11.1,16.2,13.7,17,25,22.1,5.9,8.8,8.4,1,2,2,3,2,3,12.50,10
10,9,2010,4,5992,950,48,2,1,9.5,16.1,12.8,17,25,21.7,7.5,8.9,8.9,1,2,2,3,2,2,12.47,8
11,9,2010,4,5992,950,48,2,1,9.8,17.8,13.8,18,25,21.2,8.2,7.2,7.4,1,1,2,3,3,2,12.44,8
12,9,2010,4,5992,950,48,2,1,11.2,20.1,15.7,17,27,21.6,5.8,6.9,5.9,2,2,2,2,2,2,12.41,10
13,9,2010,4,5992,950,48,2,1,9.9,17.4,13.7,18,25,20.6,8.1,7.6,6.9,1,1,2,3,3,2,12.38,20
14,9,2010,4,5992,950,48,2,1,9.8,17.3,13.6,19,25,21.7,9.2,7.7,8.1,2,1,2,2,3,2,12.35,22
15,9,2010,4,5992,950,48,2,1,12.2,18.8,15.5,17,26,21.4,4.8,7.2,5.9,1,1,2,3,3,2,12.32,0
16,9,2010,4,5992,950,48,2,1,13.5,16.9,15.2,18,24,21.6,4.5,7.1,6.4,2,2,2,2,2,2,12.29,2
17,9,2010,4,5992,950,48,2,1,14.3,15.9,15.1,19,27,22.6,4.7,11.1,7.5,2,1,2,2,3,2,12.26,0
18,9,2010,4,5992,950,48,2,1,13.5,17.6,15.6,20,25,22.5,6.5,7.4,6.9,2,2,2,2,2,2,12.23,22
19,9,2010,4,5992,950,47,1,2,9.4,14.3,11.9,19,26,20.8,9.6,11.7,8.9,2,2,2,2,2,2,12.20,14
20,9,2010,4,5992,950,48,2,2,9.3,16.8,13.1,18,25,20.5,8.7,8.2,7.4,2,2,2,2,2,2,12.17,8
21,9,2010,4,5992,950,48,2,1,10.9,18.2,14.6,17,26,21.5,6.1,7.8,6.9,2,2,2,2,2,2,12.14,16
22,9,2010,4,5992,950,47,1,3,11.3,18.4,14.9,19,23,20.6,7.7,4.6,5.7,2,2,2,2,2,2,12.11,20
23,9,2010,4,5992,950,57,2,3,10.4,19,14.7,19,22,20.9,8.6,3.0,6.2,3,3,2,1,1,2,12.08,8
24,9,2010,4,5992,950,57,2,3,12.2,18.5,15.4,18,23,20.8,5.8,4.5,5.4,3,3,3,1,1,1,12.05,22
25,9,2010,4,5992,950,48,2,3,8,15,11.5,17,24,20.0,9.0,9.0,8.5,2,2,2,2,2,2,12.02,2
26,9,2010,4,5992,950,48,2,3,7.7,15.5,11.6,16,26,19.6,8.3,10.5,8.0,2,2,2,2,2,2,11.59,8
27,9,2010,4,5992,950,48,2,2,8.6,9.7,9.2,16,23,19.1,7.4,13.3,9.9,2,2,2,2,2,2,11.56,12
28,9,2010,4,5992,950,48,2,3,6.7,12.1,9.4,15,22,19.2,8.3,9.9,9.8,2,2,2,2,2,2,11.53,0
29,9,2010,4,5992,950,48,2,2,5.8,14.3,10.1,13,22,18.1,7.2,7.7,8.0,2,2,2,2,2,2,11.50,8
30,9,2010,4,5992,950,48,2,3,10.6,15.1,12.9,17,22,19.4,6.4,6.9,6.5,2,2,2,2,2,2,11.47,6
1,10,2010,4,5992,950,48,2,2,9.2,11.5,10.4,16,22,20.4,6.8,10.5,10.0,2,2,2,2,2,2,11.44,6
2,10,2010,4,5992,950,47,1,2,8.8,17.7,13.3,16,21,18.2,7.2,3.3,4.9,2,2,2,2,2,2,11.41,18
3,10,2010,4,5992,950,47,1,3,9.4,15.6,12.5,18,24,20.6,8.6,8.4,8.1,2,2,2,2,2,2,11.38,22
4,10,2010,4,5992,950,57,2,3,12,14.7,13.4,18,22,19.9,6.0,7.3,6.5,2,2,2,2,2,2,11.35,18
5,10,2010,4,5992,950,57,2,2,11.2,14.8,13,15,21,19.4,3.8,6.2,6.4,3,3,3,1,1,1,11.32,12
6,10,2010,4,5992,950,47,1,2,11.6,17.1,14.4,18,24,21.4,6.4,6.9,7.0,2,2,2,2,1,2,11.29,12
7,10,2010,4,5992,950,47,1,3,11.2,17.5,14.4,18,25,21.0,6.8,7.5,6.6,2,2,2,2,2,2,11.26,2
8,10,2010,4,5992,950,57,2,3,7.3,13.7,10.5,16,22,18.4,8.7,8.3,7.9,2,2,2,2,2,2,11.23,22
9,10,2010,4,5992,950,57,2,2,5.4,12.3,8.9,13,19,16.5,7.6,6.7,7.6,2,3,2,2,1,2,11.20,4
10,10,2010,4,5992,950,47,1,3,4.6,11.9,8.3,15,22,18.1,10.4,10.1,9.8,3,3,2,1,1,2,11.17,22
11,10,2010,4,5992,950,47,1,1,6.4,9.8,8.1,15,21,17.9,8.6,11.2,9.8,2,2,2,2,2,2,11.14,18
12,10,2010,4,5992,950,57,2,3,5.9,12,9,16,20,17.8,10.1,8.0,8.8,2,2,2,2,2,2,11.12,10
13,10,2010,4,5992,950,57,2,2,7.4,8.3,7.9,15,19,17.3,7.6,10.7,9.4,2,2,2,2,2,2,11.08,4
14,10,2010,4,5992,950,57,2,3,7.1,10.9,9,15,20,18.0,7.9,9.1,9.0,3,3,2,1,1,2,11.05,10
15,10,2010,4,5992,950,57,2,3,6.9,11.8,9.4,14,20,17.2,7.1,8.2,7.8,2,2,2,2,2,2,11.03,22
16,10,2010,4,5992,950,57,2,2,5.7,12.2,9,15,21,18.4,9.3,8.8,9.4,3,3,2,1,1,2,11.00,8
17,10,2010,4,5992,950,47,1,2,4.4,7.8,6.1,12,19,15.3,7.6,11.2,9.2,3,2,2,1,1,2,10.56,6
18,10,2010,4,5992,950,47,1,2,4,5.8,4.9,14,20,16.6,10.0,14.2,11.7,2,2,2,2,2,2,10.54,0
19,10,2010,4,5992,950,,2,2,5.1,12.3,8.7,14,23,17.7,8.9,10.7,9.0,2,2,2,2,2,2,10.51,18
20,10,2010,4,5992,950,57,2,2,6.9,13.1,10,12,21,16.7,5.1,7.9,6.7,2,3,2,2,1,2,10.48,18
21,10,2010,4,5992,950,57,2,3,6.1,13.4,9.8,14,23,16.9,7.9,9.6,7.1,3,3,3,1,1,1,10.45,20
22,10,2010,4,5992,950,57,2,2,5.9,14.1,10,12,20,16.5,6.1,5.9,6.5,3,3,3,1,1,1,10.42,0
23,10,2010,4,5992,950,57,2,2,8.3,10.1,9.2,16,19,17.5,7.7,8.9,8.3,3,3,2,1,1,2,10.40,6
24,10,2010,4,5992,950,57,2,3,7.9,9.4,8.7,14,18,16.2,6.1,8.6,7.5,3,3,2,1,1,2,10.36,18
25,10,2010,4,5992,950,57,2,3,4.4,9.7,7.1,13,17,15.2,8.6,7.3,8.1,2,3,2,2,1,2,10.33,0
26,10,2010,4,5992,950,57,2,2,2.6,4.3,3.5,10,16,12.8,7.4,11.7,9.3,3,3,2,1,1,2,10.31,18
27,10,2010,4,5992,950,48,2,2,1,6.3,3.7,7,19,13.5,6.0,12.7,9.8,2,2,2,2,2,2,10.28,16
28,10,2010,4,5992,950,47,1,3,0.8,10.8,5.8,9,23,15.6,8.2,12.2,9.8,2,2,2,2,2,2,10.25,8
29,10,2010,4,5992,950,47,1,3,4.6,15.9,10.3,13,29,17.8,8.4,13.1,7.5,2,2,2,2,2,2,10.23,4
30,10,2010,4,5992,950,47,1,3,7.3,10.3,8.8,13,19,15.8,5.7,8.7,7.0,3,3,3,1,1,1,10.20,8
31,10,2010,4,5992,950,57,2,2,8.2,11.3,9.8,13,17,14.9,4.8,5.7,5.1,3,3,3,1,1,1,10.17,4
1,11,2010,4,5992,950,48,2,1,8.7,11.9,10.3,14,19,16.5,5.3,7.1,6.2,3,3,2,1,1,2,10.14,14
2,11,2010,4,5992,950,47,1,3,8.6,12.5,10.6,16,29,19.0,7.4,16.5,8.4,2,2,2,2,2,2,10.12,12
3,11,2010,4,5992,950,47,1,2,8.7,10.3,9.5,15,22,17.4,6.3,11.7,7.9,2,2,2,2,2,2,10.09,8
4,11,2010,4,5992,950,47,1,3,7.8,13.5,10.7,15,28,18.3,7.2,14.5,7.6,2,2,2,2,2,2,10.06,4
5,11,2010,4,5992,950,57,2,3,5.5,15.8,10.7,15,23,18.1,9.5,7.2,7.4,2,2,2,2,2,2,10.04,0
6,11,2010,4,5992,950,57,2,2,7.5,11.9,9.7,15,18,16.5,7.5,6.1,6.8,3,3,3,1,1,1,10.01,16
7,11,2010,4,5992,950,57,2,2,8,9.5,8.8,12,18,15.4,4.0,8.5,6.6,3,3,2,1,1,2,9.59,4
8,11,2010,4,5992,950,57,2,3,3.7,8,5.9,9,15,11.8,5.3,7.0,5.9,3,3,2,1,1,2,9.56,12
9,11,2010,4,5992,950,57,2,2,4,6.3,5.2,10,15,12.7,6.0,8.7,7.5,3,3,2,1,1,2,9.53,16
10,11,2010,4,5992,950,47,1,3,4.1,7,5.6,10,16,12.8,5.9,9.0,7.2,2,3,2,2,1,2,9.51,6
11,11,2010,4,5992,950,47,1,2,4.7,9.2,7,11,20,14.6,6.3,10.8,7.6,2,3,2,2,1,2,9.49,18
12,11,2010,4,5992,950,57,2,2,5.2,10,7.6,12,16,14.3,6.8,6.0,6.7,2,3,2,2,1,2,9.46,22
13,11,2010,4,5992,950,47,1,2,8.7,10.1,9.4,14,20,16.7,5.3,9.9,7.3,2,3,2,2,1,2,9.44,6
14,11,2010,4,5992,950,47,1,2,8.7,10.3,9.5,14,18,15.8,5.3,7.7,6.3,3,3,2,1,1,2,9.42,6
15,11,2010,4,5992,950,47,1,3,9.8,10.2,10,15,18,16.1,5.2,7.8,6.1,3,3,3,1,2,1,9.39,14
16,11,2010,4,5992,950,47,1,2,5.4,10,7.7,13,16,14.1,7.6,6.0,6.4,3,3,3,1,1,1,9.37,18
17,11,2010,4,5992,950,47,1,2,3.9,9.5,6.7,10,27,15.6,6.1,17.5,8.9,3,3,2,1,1,2,9.35,22
18,11,2010,4,5992,950,57,2,3,4.5,6.3,5.4,10,16,12.9,5.5,9.7,7.5,2,2,2,2,2,2,9.33,4
19,11,2010,4,5992,950,47,1,2,4.3,5.8,5.1,10,15,12.5,5.7,9.2,7.4,2,3,2,2,1,2,9.30,4
20,11,2010,4,5992,950,47,1,3,4.6,6.3,5.5,12,15,13.9,7.4,8.7,8.4,2,3,2,2,1,2,9.29,2
21,11,2010,4,5992,950,47,1,3,5.2,7.7,6.5,11,15,13.0,5.8,7.3,6.5,3,3,3,1,1,1,9.27,20
22,11,2010,4,5992,950,47,1,3,4.3,6.2,5.3,10,16,12.5,5.7,9.8,7.2,3,3,3,1,1,1,9.24,4
23,11,2010,4,5992,950,,2,3,2.2,5.1,3.7,11,18,14.7,8.8,12.9,11.0,3,3,3,1,1,1,9.22,16
24,11,2010,4,5992,950,47,1,2,1.1,5.3,3.2,10,18,12.4,8.9,12.7,9.2,3,3,3,1,1,1,9.21,2
25,11,2010,4,5992,950,47,1,3,-0.2,3.4,1.6,7,14,11.2,7.2,10.6,9.6,3,3,2,1,1,2,9.19,18
26,11,2010,4,5992,950,47,1,3,-2.7,0.3,-1.2,5,12,8.3,7.7,11.7,9.5,3,3,2,1,1,2,9.18,18
27,11,2010,4,5992,950,47,1,3,-3.1,1.5,-0.8,8,18,11.0,11.1,16.5,11.8,2,3,2,2,1,2,9.15,20
28,11,2010,4,5992,950,48,2,2,-1.7,1.2,-0.3,4,12,9.3,5.7,10.8,9.6,2,3,2,2,1,2,9.13,22
29,11,2010,4,5992,950,48,2,3,0.5,4.6,2.6,8,20,11.9,7.5,15.4,9.3,2,2,2,2,2,2,9.12,22
30,11,2010,4,5992,950,48,2,2,-0.4,2.5,1.1,10,17,13.1,10.4,14.5,12.0,2,2,2,2,2,2,9.11,8
1,12,2010,1,5992,950,48,2,2,-0.2,3.9,1.9,9,14,11.0,9.2,10.1,9.1,2,2,2,2,2,2,9.09,14
2,12,2010,1,5992,950,48,2,2,0.3,3.9,2.1,10,15,12.5,9.7,11.1,10.4,2,2,2,2,2,2,9.08,6
3,12,2010,1,5992,950,48,2,3,-0.9,0.7,-0.1,7,14,10.7,7.9,13.3,10.8,2,2,2,2,2,2,9.07,6
4,12,2010,1,5992,950,47,1,2,-3.3,-0.5,-1.9,7,14,9.7,10.3,14.5,11.6,2,2,2,2,2,2,9.04,14
